INFO - xla_bridge.py - 2025-01-29 13:55:15,168 - Unable to initialize backend 'cuda': 
INFO - xla_bridge.py - 2025-01-29 13:55:15,170 - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO - xla_bridge.py - 2025-01-29 13:55:15,209 - Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
INFO - checkpoints.py - 2025-01-29 13:55:17,040 - Restoring orbax checkpoint from /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_15
INFO - checkpointer.py - 2025-01-29 13:55:17,045 - Restoring item from /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_15.
INFO - run_lib.py - 2025-01-29 13:55:46,830 - step: 158800, eval_loss: 2.96307e-01
INFO - run_lib.py - 2025-01-29 13:55:46,914 - step: 158850, training_loss: 3.58447e-01
INFO - run_lib.py - 2025-01-29 13:55:46,997 - step: 158900, training_loss: 3.02341e-01
INFO - run_lib.py - 2025-01-29 13:55:47,004 - step: 158900, eval_loss: 3.24707e-01
INFO - run_lib.py - 2025-01-29 13:55:47,100 - step: 158950, training_loss: 2.98418e-01
INFO - run_lib.py - 2025-01-29 13:55:47,205 - step: 159000, training_loss: 2.59649e-01
INFO - run_lib.py - 2025-01-29 13:55:47,210 - step: 159000, eval_loss: 3.11651e-01
INFO - run_lib.py - 2025-01-29 13:55:47,313 - step: 159050, training_loss: 3.13415e-01
INFO - run_lib.py - 2025-01-29 13:55:47,414 - step: 159100, training_loss: 2.71724e-01
INFO - run_lib.py - 2025-01-29 13:55:47,420 - step: 159100, eval_loss: 2.74263e-01
INFO - run_lib.py - 2025-01-29 13:55:47,516 - step: 159150, training_loss: 2.76660e-01
INFO - run_lib.py - 2025-01-29 13:55:47,618 - step: 159200, training_loss: 2.93021e-01
INFO - run_lib.py - 2025-01-29 13:55:47,623 - step: 159200, eval_loss: 2.84009e-01
INFO - run_lib.py - 2025-01-29 13:55:47,719 - step: 159250, training_loss: 2.98052e-01
INFO - run_lib.py - 2025-01-29 13:55:47,810 - step: 159300, training_loss: 2.82410e-01
INFO - run_lib.py - 2025-01-29 13:55:47,816 - step: 159300, eval_loss: 3.41124e-01
INFO - run_lib.py - 2025-01-29 13:55:47,929 - step: 159350, training_loss: 3.41599e-01
INFO - run_lib.py - 2025-01-29 13:55:48,011 - step: 159400, training_loss: 2.92174e-01
INFO - run_lib.py - 2025-01-29 13:55:48,018 - step: 159400, eval_loss: 3.40836e-01
INFO - run_lib.py - 2025-01-29 13:55:48,100 - step: 159450, training_loss: 3.48398e-01
INFO - run_lib.py - 2025-01-29 13:55:48,197 - step: 159500, training_loss: 3.21353e-01
INFO - run_lib.py - 2025-01-29 13:55:48,203 - step: 159500, eval_loss: 3.12106e-01
INFO - run_lib.py - 2025-01-29 13:55:48,317 - step: 159550, training_loss: 3.48006e-01
INFO - run_lib.py - 2025-01-29 13:55:48,395 - step: 159600, training_loss: 3.55951e-01
INFO - run_lib.py - 2025-01-29 13:55:48,401 - step: 159600, eval_loss: 3.78185e-01
INFO - run_lib.py - 2025-01-29 13:55:48,575 - step: 159650, training_loss: 3.95163e-01
INFO - run_lib.py - 2025-01-29 13:55:48,736 - step: 159700, training_loss: 3.40867e-01
INFO - run_lib.py - 2025-01-29 13:55:48,745 - step: 159700, eval_loss: 3.73759e-01
INFO - run_lib.py - 2025-01-29 13:55:48,896 - step: 159750, training_loss: 3.31332e-01
INFO - run_lib.py - 2025-01-29 13:55:49,067 - step: 159800, training_loss: 3.44253e-01
INFO - run_lib.py - 2025-01-29 13:55:49,078 - step: 159800, eval_loss: 3.56673e-01
INFO - run_lib.py - 2025-01-29 13:55:49,255 - step: 159850, training_loss: 3.14447e-01
INFO - run_lib.py - 2025-01-29 13:55:49,418 - step: 159900, training_loss: 3.14304e-01
INFO - run_lib.py - 2025-01-29 13:55:49,426 - step: 159900, eval_loss: 3.41244e-01
INFO - run_lib.py - 2025-01-29 13:55:49,556 - step: 159950, training_loss: 3.52127e-01
INFO - run_lib.py - 2025-01-29 13:55:49,786 - step: 160000, training_loss: 3.21962e-01
INFO - checkpoints.py - 2025-01-29 13:55:49,804 - Saving checkpoint at step: 16
INFO - checkpoints.py - 2025-01-29 13:55:49,807 - Using Orbax as backend to save Flax checkpoints. For potential troubleshooting see: https://flax.readthedocs.io/en/latest/guides/training_techniques/use_checkpointing.html#orbax-as-backend-troubleshooting
INFO - checkpointer.py - 2025-01-29 13:55:49,811 - Saving item to /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_16.
INFO - utils.py - 2025-01-29 13:55:50,530 - Renaming /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_16.orbax-checkpoint-tmp-1738155349813045 to /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_16
INFO - utils.py - 2025-01-29 13:55:50,532 - Finished saving checkpoint to `/home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_16`.
INFO - checkpoints.py - 2025-01-29 13:55:50,538 - Removing checkpoint at /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_15
INFO - run_lib.py - 2025-01-29 13:55:50,610 - step: 160000, eval_loss: 3.22898e-01
INFO - run_lib.py - 2025-01-29 13:55:50,883 - step: 160050, training_loss: 3.85576e-01
INFO - run_lib.py - 2025-01-29 13:55:51,173 - step: 160100, training_loss: 3.22212e-01
INFO - run_lib.py - 2025-01-29 13:55:51,192 - step: 160100, eval_loss: 3.42276e-01
INFO - run_lib.py - 2025-01-29 13:55:51,428 - step: 160150, training_loss: 3.19195e-01
INFO - run_lib.py - 2025-01-29 13:55:51,643 - step: 160200, training_loss: 3.44633e-01
INFO - run_lib.py - 2025-01-29 13:55:51,652 - step: 160200, eval_loss: 3.16777e-01
INFO - run_lib.py - 2025-01-29 13:55:51,834 - step: 160250, training_loss: 3.01805e-01
INFO - run_lib.py - 2025-01-29 13:55:52,029 - step: 160300, training_loss: 2.90814e-01
INFO - run_lib.py - 2025-01-29 13:55:52,036 - step: 160300, eval_loss: 3.39027e-01
INFO - run_lib.py - 2025-01-29 13:55:52,205 - step: 160350, training_loss: 3.80492e-01
INFO - run_lib.py - 2025-01-29 13:55:52,319 - step: 160400, training_loss: 3.56771e-01
INFO - run_lib.py - 2025-01-29 13:55:52,326 - step: 160400, eval_loss: 3.35571e-01
INFO - run_lib.py - 2025-01-29 13:55:52,443 - step: 160450, training_loss: 3.11844e-01
INFO - run_lib.py - 2025-01-29 13:55:52,567 - step: 160500, training_loss: 3.11540e-01
INFO - run_lib.py - 2025-01-29 13:55:52,575 - step: 160500, eval_loss: 3.19716e-01
INFO - run_lib.py - 2025-01-29 13:55:52,708 - step: 160550, training_loss: 3.27100e-01
INFO - run_lib.py - 2025-01-29 13:55:52,978 - step: 160600, training_loss: 2.87043e-01
INFO - run_lib.py - 2025-01-29 13:55:52,994 - step: 160600, eval_loss: 3.06577e-01
INFO - run_lib.py - 2025-01-29 13:55:53,142 - step: 160650, training_loss: 2.96337e-01
INFO - run_lib.py - 2025-01-29 13:55:53,302 - step: 160700, training_loss: 2.79490e-01
INFO - run_lib.py - 2025-01-29 13:55:53,308 - step: 160700, eval_loss: 3.15068e-01
INFO - run_lib.py - 2025-01-29 13:55:53,492 - step: 160750, training_loss: 2.74609e-01
INFO - run_lib.py - 2025-01-29 13:55:53,672 - step: 160800, training_loss: 3.37118e-01
INFO - run_lib.py - 2025-01-29 13:55:53,680 - step: 160800, eval_loss: 2.76029e-01
INFO - run_lib.py - 2025-01-29 13:55:53,823 - step: 160850, training_loss: 3.05425e-01
INFO - run_lib.py - 2025-01-29 13:55:53,941 - step: 160900, training_loss: 3.66937e-01
INFO - run_lib.py - 2025-01-29 13:55:53,947 - step: 160900, eval_loss: 3.33368e-01
INFO - run_lib.py - 2025-01-29 13:55:54,092 - step: 160950, training_loss: 3.59138e-01
INFO - run_lib.py - 2025-01-29 13:55:54,253 - step: 161000, training_loss: 3.65553e-01
INFO - run_lib.py - 2025-01-29 13:55:54,261 - step: 161000, eval_loss: 3.48629e-01
INFO - run_lib.py - 2025-01-29 13:55:54,410 - step: 161050, training_loss: 3.29561e-01
INFO - run_lib.py - 2025-01-29 13:55:54,524 - step: 161100, training_loss: 3.60182e-01
INFO - run_lib.py - 2025-01-29 13:55:54,531 - step: 161100, eval_loss: 3.43345e-01
INFO - run_lib.py - 2025-01-29 13:55:54,697 - step: 161150, training_loss: 3.30767e-01
INFO - run_lib.py - 2025-01-29 13:55:54,814 - step: 161200, training_loss: 3.34344e-01
INFO - run_lib.py - 2025-01-29 13:55:54,822 - step: 161200, eval_loss: 2.93427e-01
INFO - run_lib.py - 2025-01-29 13:55:54,975 - step: 161250, training_loss: 3.65185e-01
INFO - run_lib.py - 2025-01-29 13:55:55,161 - step: 161300, training_loss: 3.82674e-01
INFO - run_lib.py - 2025-01-29 13:55:55,173 - step: 161300, eval_loss: 3.32761e-01
INFO - run_lib.py - 2025-01-29 13:55:55,413 - step: 161350, training_loss: 3.49640e-01
INFO - run_lib.py - 2025-01-29 13:55:55,659 - step: 161400, training_loss: 3.19098e-01
INFO - run_lib.py - 2025-01-29 13:55:55,668 - step: 161400, eval_loss: 3.60575e-01
INFO - run_lib.py - 2025-01-29 13:55:55,904 - step: 161450, training_loss: 3.50020e-01
INFO - run_lib.py - 2025-01-29 13:55:56,126 - step: 161500, training_loss: 3.26433e-01
INFO - run_lib.py - 2025-01-29 13:55:56,136 - step: 161500, eval_loss: 3.38500e-01
INFO - run_lib.py - 2025-01-29 13:55:56,328 - step: 161550, training_loss: 3.02927e-01
INFO - run_lib.py - 2025-01-29 13:55:56,484 - step: 161600, training_loss: 3.84977e-01
INFO - run_lib.py - 2025-01-29 13:55:56,494 - step: 161600, eval_loss: 2.73785e-01
INFO - run_lib.py - 2025-01-29 13:55:56,646 - step: 161650, training_loss: 3.19083e-01
INFO - run_lib.py - 2025-01-29 13:55:56,868 - step: 161700, training_loss: 3.01647e-01
INFO - run_lib.py - 2025-01-29 13:55:56,884 - step: 161700, eval_loss: 3.09530e-01
INFO - run_lib.py - 2025-01-29 13:55:56,998 - step: 161750, training_loss: 3.49319e-01
INFO - run_lib.py - 2025-01-29 13:55:57,130 - step: 161800, training_loss: 3.03915e-01
INFO - run_lib.py - 2025-01-29 13:55:57,141 - step: 161800, eval_loss: 2.76265e-01
INFO - run_lib.py - 2025-01-29 13:55:57,379 - step: 161850, training_loss: 2.76280e-01
INFO - run_lib.py - 2025-01-29 13:55:57,646 - step: 161900, training_loss: 3.22610e-01
INFO - run_lib.py - 2025-01-29 13:55:57,663 - step: 161900, eval_loss: 3.07160e-01
INFO - run_lib.py - 2025-01-29 13:55:57,807 - step: 161950, training_loss: 3.40827e-01
INFO - run_lib.py - 2025-01-29 13:55:57,981 - step: 162000, training_loss: 3.24865e-01
INFO - run_lib.py - 2025-01-29 13:55:57,990 - step: 162000, eval_loss: 2.91983e-01
INFO - run_lib.py - 2025-01-29 13:55:58,119 - step: 162050, training_loss: 3.41506e-01
INFO - run_lib.py - 2025-01-29 13:55:58,277 - step: 162100, training_loss: 2.88244e-01
INFO - run_lib.py - 2025-01-29 13:55:58,284 - step: 162100, eval_loss: 3.44415e-01
INFO - run_lib.py - 2025-01-29 13:55:58,490 - step: 162150, training_loss: 3.12015e-01
INFO - run_lib.py - 2025-01-29 13:55:58,690 - step: 162200, training_loss: 3.24816e-01
INFO - run_lib.py - 2025-01-29 13:55:58,703 - step: 162200, eval_loss: 3.36089e-01
INFO - run_lib.py - 2025-01-29 13:55:58,875 - step: 162250, training_loss: 3.34699e-01
INFO - run_lib.py - 2025-01-29 13:55:59,152 - step: 162300, training_loss: 3.53642e-01
INFO - run_lib.py - 2025-01-29 13:55:59,184 - step: 162300, eval_loss: 3.28111e-01
INFO - run_lib.py - 2025-01-29 13:55:59,496 - step: 162350, training_loss: 3.15997e-01
INFO - run_lib.py - 2025-01-29 13:55:59,666 - step: 162400, training_loss: 3.02892e-01
INFO - run_lib.py - 2025-01-29 13:55:59,674 - step: 162400, eval_loss: 3.72460e-01
INFO - run_lib.py - 2025-01-29 13:55:59,825 - step: 162450, training_loss: 3.11032e-01
INFO - run_lib.py - 2025-01-29 13:55:59,983 - step: 162500, training_loss: 3.54222e-01
INFO - run_lib.py - 2025-01-29 13:55:59,990 - step: 162500, eval_loss: 3.56660e-01
INFO - run_lib.py - 2025-01-29 13:56:00,112 - step: 162550, training_loss: 3.28905e-01
INFO - run_lib.py - 2025-01-29 13:56:00,238 - step: 162600, training_loss: 3.68280e-01
INFO - run_lib.py - 2025-01-29 13:56:00,251 - step: 162600, eval_loss: 3.12032e-01
INFO - run_lib.py - 2025-01-29 13:56:00,362 - step: 162650, training_loss: 3.71310e-01
INFO - run_lib.py - 2025-01-29 13:56:00,473 - step: 162700, training_loss: 3.63343e-01
INFO - run_lib.py - 2025-01-29 13:56:00,479 - step: 162700, eval_loss: 3.52743e-01
INFO - run_lib.py - 2025-01-29 13:56:00,681 - step: 162750, training_loss: 3.56686e-01
INFO - run_lib.py - 2025-01-29 13:56:00,830 - step: 162800, training_loss: 3.70531e-01
INFO - run_lib.py - 2025-01-29 13:56:00,837 - step: 162800, eval_loss: 3.57017e-01
INFO - run_lib.py - 2025-01-29 13:56:00,993 - step: 162850, training_loss: 3.62820e-01
INFO - run_lib.py - 2025-01-29 13:56:01,103 - step: 162900, training_loss: 3.14483e-01
INFO - run_lib.py - 2025-01-29 13:56:01,110 - step: 162900, eval_loss: 3.33569e-01
INFO - run_lib.py - 2025-01-29 13:56:01,244 - step: 162950, training_loss: 3.05079e-01
INFO - run_lib.py - 2025-01-29 13:56:01,420 - step: 163000, training_loss: 2.80870e-01
INFO - run_lib.py - 2025-01-29 13:56:01,428 - step: 163000, eval_loss: 3.13395e-01
INFO - run_lib.py - 2025-01-29 13:56:01,664 - step: 163050, training_loss: 3.21564e-01
INFO - run_lib.py - 2025-01-29 13:56:01,853 - step: 163100, training_loss: 2.86125e-01
INFO - run_lib.py - 2025-01-29 13:56:01,860 - step: 163100, eval_loss: 3.03772e-01
INFO - run_lib.py - 2025-01-29 13:56:02,087 - step: 163150, training_loss: 3.09517e-01
INFO - run_lib.py - 2025-01-29 13:56:02,355 - step: 163200, training_loss: 2.74452e-01
INFO - run_lib.py - 2025-01-29 13:56:02,387 - step: 163200, eval_loss: 2.94184e-01
INFO - run_lib.py - 2025-01-29 13:56:02,614 - step: 163250, training_loss: 3.22536e-01
INFO - run_lib.py - 2025-01-29 13:56:02,778 - step: 163300, training_loss: 3.40054e-01
INFO - run_lib.py - 2025-01-29 13:56:02,787 - step: 163300, eval_loss: 3.41248e-01
INFO - run_lib.py - 2025-01-29 13:56:02,971 - step: 163350, training_loss: 3.29795e-01
INFO - run_lib.py - 2025-01-29 13:56:03,079 - step: 163400, training_loss: 3.06517e-01
INFO - run_lib.py - 2025-01-29 13:56:03,086 - step: 163400, eval_loss: 3.40137e-01
INFO - run_lib.py - 2025-01-29 13:56:03,208 - step: 163450, training_loss: 3.28381e-01
INFO - run_lib.py - 2025-01-29 13:56:03,318 - step: 163500, training_loss: 3.19212e-01
INFO - run_lib.py - 2025-01-29 13:56:03,324 - step: 163500, eval_loss: 2.97620e-01
INFO - run_lib.py - 2025-01-29 13:56:03,528 - step: 163550, training_loss: 3.12453e-01
INFO - run_lib.py - 2025-01-29 13:56:03,686 - step: 163600, training_loss: 3.07609e-01
INFO - run_lib.py - 2025-01-29 13:56:03,694 - step: 163600, eval_loss: 2.89396e-01
INFO - run_lib.py - 2025-01-29 13:56:03,887 - step: 163650, training_loss: 3.16886e-01
INFO - run_lib.py - 2025-01-29 13:56:04,023 - step: 163700, training_loss: 3.17553e-01
INFO - run_lib.py - 2025-01-29 13:56:04,033 - step: 163700, eval_loss: 3.45564e-01
INFO - run_lib.py - 2025-01-29 13:56:04,161 - step: 163750, training_loss: 3.21550e-01
INFO - run_lib.py - 2025-01-29 13:56:04,323 - step: 163800, training_loss: 3.32448e-01
INFO - run_lib.py - 2025-01-29 13:56:04,334 - step: 163800, eval_loss: 3.26879e-01
INFO - run_lib.py - 2025-01-29 13:56:04,468 - step: 163850, training_loss: 3.37647e-01
INFO - run_lib.py - 2025-01-29 13:56:04,644 - step: 163900, training_loss: 3.28029e-01
INFO - run_lib.py - 2025-01-29 13:56:04,651 - step: 163900, eval_loss: 2.93778e-01
INFO - run_lib.py - 2025-01-29 13:56:04,794 - step: 163950, training_loss: 3.33367e-01
INFO - run_lib.py - 2025-01-29 13:56:04,940 - step: 164000, training_loss: 2.68733e-01
INFO - run_lib.py - 2025-01-29 13:56:04,952 - step: 164000, eval_loss: 3.02874e-01
INFO - run_lib.py - 2025-01-29 13:56:05,126 - step: 164050, training_loss: 3.08700e-01
INFO - run_lib.py - 2025-01-29 13:56:05,265 - step: 164100, training_loss: 3.19055e-01
INFO - run_lib.py - 2025-01-29 13:56:05,272 - step: 164100, eval_loss: 3.49425e-01
INFO - run_lib.py - 2025-01-29 13:56:05,436 - step: 164150, training_loss: 3.50959e-01
INFO - run_lib.py - 2025-01-29 13:56:05,643 - step: 164200, training_loss: 3.84792e-01
INFO - run_lib.py - 2025-01-29 13:56:05,654 - step: 164200, eval_loss: 3.72083e-01
INFO - run_lib.py - 2025-01-29 13:56:05,896 - step: 164250, training_loss: 3.45750e-01
INFO - run_lib.py - 2025-01-29 13:56:06,082 - step: 164300, training_loss: 3.35104e-01
INFO - run_lib.py - 2025-01-29 13:56:06,100 - step: 164300, eval_loss: 3.55434e-01
INFO - run_lib.py - 2025-01-29 13:56:06,319 - step: 164350, training_loss: 3.34583e-01
INFO - run_lib.py - 2025-01-29 13:56:06,485 - step: 164400, training_loss: 3.43724e-01
INFO - run_lib.py - 2025-01-29 13:56:06,498 - step: 164400, eval_loss: 3.49987e-01
INFO - run_lib.py - 2025-01-29 13:56:06,665 - step: 164450, training_loss: 3.12745e-01
INFO - run_lib.py - 2025-01-29 13:56:06,816 - step: 164500, training_loss: 3.40989e-01
INFO - run_lib.py - 2025-01-29 13:56:06,827 - step: 164500, eval_loss: 3.31186e-01
INFO - run_lib.py - 2025-01-29 13:56:06,999 - step: 164550, training_loss: 3.10683e-01
INFO - run_lib.py - 2025-01-29 13:56:07,164 - step: 164600, training_loss: 2.78130e-01
INFO - run_lib.py - 2025-01-29 13:56:07,172 - step: 164600, eval_loss: 2.87761e-01
INFO - run_lib.py - 2025-01-29 13:56:07,407 - step: 164650, training_loss: 3.20978e-01
INFO - run_lib.py - 2025-01-29 13:56:07,551 - step: 164700, training_loss: 2.91172e-01
INFO - run_lib.py - 2025-01-29 13:56:07,564 - step: 164700, eval_loss: 2.95554e-01
INFO - run_lib.py - 2025-01-29 13:56:07,727 - step: 164750, training_loss: 2.64431e-01
INFO - run_lib.py - 2025-01-29 13:56:07,840 - step: 164800, training_loss: 2.97081e-01
INFO - run_lib.py - 2025-01-29 13:56:07,846 - step: 164800, eval_loss: 3.02137e-01
INFO - run_lib.py - 2025-01-29 13:56:08,005 - step: 164850, training_loss: 2.97577e-01
INFO - run_lib.py - 2025-01-29 13:56:08,216 - step: 164900, training_loss: 3.30882e-01
INFO - run_lib.py - 2025-01-29 13:56:08,243 - step: 164900, eval_loss: 2.94823e-01
INFO - run_lib.py - 2025-01-29 13:56:08,466 - step: 164950, training_loss: 2.47219e-01
INFO - run_lib.py - 2025-01-29 13:56:08,639 - step: 165000, training_loss: 3.12883e-01
INFO - run_lib.py - 2025-01-29 13:56:08,647 - step: 165000, eval_loss: 3.36352e-01
INFO - run_lib.py - 2025-01-29 13:56:08,818 - step: 165050, training_loss: 3.03819e-01
INFO - run_lib.py - 2025-01-29 13:56:09,032 - step: 165100, training_loss: 3.10941e-01
INFO - run_lib.py - 2025-01-29 13:56:09,045 - step: 165100, eval_loss: 3.33294e-01
INFO - run_lib.py - 2025-01-29 13:56:09,261 - step: 165150, training_loss: 3.29155e-01
INFO - run_lib.py - 2025-01-29 13:56:09,386 - step: 165200, training_loss: 3.42869e-01
INFO - run_lib.py - 2025-01-29 13:56:09,393 - step: 165200, eval_loss: 3.21393e-01
INFO - run_lib.py - 2025-01-29 13:56:09,517 - step: 165250, training_loss: 3.27686e-01
INFO - run_lib.py - 2025-01-29 13:56:09,635 - step: 165300, training_loss: 3.09423e-01
INFO - run_lib.py - 2025-01-29 13:56:09,642 - step: 165300, eval_loss: 3.69355e-01
INFO - run_lib.py - 2025-01-29 13:56:09,757 - step: 165350, training_loss: 3.36982e-01
INFO - run_lib.py - 2025-01-29 13:56:09,886 - step: 165400, training_loss: 3.46844e-01
INFO - run_lib.py - 2025-01-29 13:56:09,895 - step: 165400, eval_loss: 3.15116e-01
INFO - run_lib.py - 2025-01-29 13:56:10,022 - step: 165450, training_loss: 3.48541e-01
INFO - run_lib.py - 2025-01-29 13:56:10,131 - step: 165500, training_loss: 3.51505e-01
INFO - run_lib.py - 2025-01-29 13:56:10,140 - step: 165500, eval_loss: 3.58692e-01
INFO - run_lib.py - 2025-01-29 13:56:10,258 - step: 165550, training_loss: 3.34010e-01
INFO - run_lib.py - 2025-01-29 13:56:10,359 - step: 165600, training_loss: 3.47789e-01
INFO - run_lib.py - 2025-01-29 13:56:10,365 - step: 165600, eval_loss: 3.75529e-01
INFO - run_lib.py - 2025-01-29 13:56:10,510 - step: 165650, training_loss: 3.57927e-01
INFO - run_lib.py - 2025-01-29 13:56:10,598 - step: 165700, training_loss: 2.98002e-01
INFO - run_lib.py - 2025-01-29 13:56:10,604 - step: 165700, eval_loss: 3.26537e-01
INFO - run_lib.py - 2025-01-29 13:56:10,721 - step: 165750, training_loss: 3.16918e-01
INFO - run_lib.py - 2025-01-29 13:56:10,825 - step: 165800, training_loss: 3.61238e-01
INFO - run_lib.py - 2025-01-29 13:56:10,831 - step: 165800, eval_loss: 3.38526e-01
INFO - run_lib.py - 2025-01-29 13:56:10,926 - step: 165850, training_loss: 3.51970e-01
INFO - run_lib.py - 2025-01-29 13:56:11,020 - step: 165900, training_loss: 3.33700e-01
INFO - run_lib.py - 2025-01-29 13:56:11,027 - step: 165900, eval_loss: 3.36618e-01
INFO - run_lib.py - 2025-01-29 13:56:11,141 - step: 165950, training_loss: 3.42513e-01
INFO - run_lib.py - 2025-01-29 13:56:11,251 - step: 166000, training_loss: 2.97419e-01
INFO - run_lib.py - 2025-01-29 13:56:11,257 - step: 166000, eval_loss: 3.30603e-01
INFO - run_lib.py - 2025-01-29 13:56:11,365 - step: 166050, training_loss: 3.41830e-01
INFO - run_lib.py - 2025-01-29 13:56:11,537 - step: 166100, training_loss: 3.68914e-01
INFO - run_lib.py - 2025-01-29 13:56:11,555 - step: 166100, eval_loss: 2.77077e-01
INFO - run_lib.py - 2025-01-29 13:56:11,701 - step: 166150, training_loss: 3.01656e-01
INFO - run_lib.py - 2025-01-29 13:56:11,847 - step: 166200, training_loss: 3.23512e-01
INFO - run_lib.py - 2025-01-29 13:56:11,856 - step: 166200, eval_loss: 2.88272e-01
INFO - run_lib.py - 2025-01-29 13:56:12,005 - step: 166250, training_loss: 3.21652e-01
INFO - run_lib.py - 2025-01-29 13:56:12,099 - step: 166300, training_loss: 2.86048e-01
INFO - run_lib.py - 2025-01-29 13:56:12,105 - step: 166300, eval_loss: 2.68683e-01
INFO - run_lib.py - 2025-01-29 13:56:12,227 - step: 166350, training_loss: 3.07377e-01
INFO - run_lib.py - 2025-01-29 13:56:12,366 - step: 166400, training_loss: 3.21792e-01
INFO - run_lib.py - 2025-01-29 13:56:12,373 - step: 166400, eval_loss: 2.92964e-01
INFO - run_lib.py - 2025-01-29 13:56:12,517 - step: 166450, training_loss: 3.41269e-01
INFO - run_lib.py - 2025-01-29 13:56:12,671 - step: 166500, training_loss: 3.00241e-01
INFO - run_lib.py - 2025-01-29 13:56:12,677 - step: 166500, eval_loss: 2.97837e-01
INFO - run_lib.py - 2025-01-29 13:56:12,780 - step: 166550, training_loss: 3.15239e-01
INFO - run_lib.py - 2025-01-29 13:56:12,877 - step: 166600, training_loss: 3.42440e-01
INFO - run_lib.py - 2025-01-29 13:56:12,883 - step: 166600, eval_loss: 3.00981e-01
INFO - run_lib.py - 2025-01-29 13:56:12,976 - step: 166650, training_loss: 3.00255e-01
INFO - run_lib.py - 2025-01-29 13:56:13,124 - step: 166700, training_loss: 3.62407e-01
INFO - run_lib.py - 2025-01-29 13:56:13,135 - step: 166700, eval_loss: 3.09400e-01
INFO - run_lib.py - 2025-01-29 13:56:13,266 - step: 166750, training_loss: 3.58083e-01
INFO - run_lib.py - 2025-01-29 13:56:13,371 - step: 166800, training_loss: 3.41306e-01
INFO - run_lib.py - 2025-01-29 13:56:13,377 - step: 166800, eval_loss: 3.53276e-01
INFO - run_lib.py - 2025-01-29 13:56:13,514 - step: 166850, training_loss: 3.33178e-01
INFO - run_lib.py - 2025-01-29 13:56:13,684 - step: 166900, training_loss: 3.29718e-01
INFO - run_lib.py - 2025-01-29 13:56:13,688 - step: 166900, eval_loss: 3.37263e-01
INFO - run_lib.py - 2025-01-29 13:56:13,834 - step: 166950, training_loss: 3.54914e-01
INFO - run_lib.py - 2025-01-29 13:56:13,980 - step: 167000, training_loss: 3.66812e-01
INFO - run_lib.py - 2025-01-29 13:56:13,988 - step: 167000, eval_loss: 3.38517e-01
INFO - run_lib.py - 2025-01-29 13:56:14,136 - step: 167050, training_loss: 3.16294e-01
INFO - run_lib.py - 2025-01-29 13:56:14,237 - step: 167100, training_loss: 3.79679e-01
INFO - run_lib.py - 2025-01-29 13:56:14,243 - step: 167100, eval_loss: 3.03717e-01
INFO - run_lib.py - 2025-01-29 13:56:14,339 - step: 167150, training_loss: 3.28138e-01
INFO - run_lib.py - 2025-01-29 13:56:14,439 - step: 167200, training_loss: 2.98208e-01
INFO - run_lib.py - 2025-01-29 13:56:14,445 - step: 167200, eval_loss: 3.66798e-01
INFO - run_lib.py - 2025-01-29 13:56:14,533 - step: 167250, training_loss: 3.45561e-01
INFO - run_lib.py - 2025-01-29 13:56:14,623 - step: 167300, training_loss: 3.12207e-01
INFO - run_lib.py - 2025-01-29 13:56:14,629 - step: 167300, eval_loss: 3.36647e-01
INFO - run_lib.py - 2025-01-29 13:56:14,741 - step: 167350, training_loss: 3.10169e-01
INFO - run_lib.py - 2025-01-29 13:56:14,839 - step: 167400, training_loss: 3.47369e-01
INFO - run_lib.py - 2025-01-29 13:56:14,845 - step: 167400, eval_loss: 3.22479e-01
INFO - run_lib.py - 2025-01-29 13:56:14,943 - step: 167450, training_loss: 3.18968e-01
INFO - run_lib.py - 2025-01-29 13:56:15,039 - step: 167500, training_loss: 3.17090e-01
INFO - run_lib.py - 2025-01-29 13:56:15,045 - step: 167500, eval_loss: 3.02622e-01
INFO - run_lib.py - 2025-01-29 13:56:15,152 - step: 167550, training_loss: 2.56806e-01
INFO - run_lib.py - 2025-01-29 13:56:15,248 - step: 167600, training_loss: 2.57959e-01
INFO - run_lib.py - 2025-01-29 13:56:15,255 - step: 167600, eval_loss: 3.03036e-01
INFO - run_lib.py - 2025-01-29 13:56:15,343 - step: 167650, training_loss: 2.82259e-01
INFO - run_lib.py - 2025-01-29 13:56:15,429 - step: 167700, training_loss: 3.32398e-01
INFO - run_lib.py - 2025-01-29 13:56:15,435 - step: 167700, eval_loss: 2.72638e-01
INFO - run_lib.py - 2025-01-29 13:56:15,541 - step: 167750, training_loss: 2.83478e-01
INFO - run_lib.py - 2025-01-29 13:56:15,698 - step: 167800, training_loss: 3.10997e-01
INFO - run_lib.py - 2025-01-29 13:56:15,705 - step: 167800, eval_loss: 3.31120e-01
